Tot No. Simulations	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	LTSM	Crack Width	C. Numbers	Max Slope	Max Tilt	Ang. Dis.	Max H. Strain	Dam. Area (%)	Strain (100%)	Strain (99%)	Strain (98%)	Strain (97%)	Strain (96%)	Strain (95%)	Local Avg.	Global Avg.
839	4696.331	0.801	0.024	8.989	37.943	12.060	33.154	175.846	0.248	16.792	0.204	3.455	33.070	15.179	6.989	0.00061	6.05	5	0.00370	0.00363	0.000471	0.001285	3.47	0.028826	0.00366	0.001268	0.000255	0.000067	0.000057	5.52385	2.27E-03
840	6561.846	0.956	0.028	6.043	55.433	0.175	41.639	149.801	0.234	19.676	0.305	2.634	36.774	14.363	15.129	0.00051	13.34	3	0.00233	0.00229	0.000466	0.002037	0.58	0.075906	0.000115	0.000105	0.000098	0.000091	0.000086	8.16965	1.78E-03
841	7670.628	0.985	0.028	10.841	39.792	11.562	17.744	159.387	0.407	19.316	0.110	3.062	76.858	12.014	15.166	0.00111	0.00	0	0.00187	0.00186	4.10E-05	5.30E-05	0	0.000072	0.000048	0.000042	0.000038	0.000035	0.000032	0	9.56E-04
842	1928.681	0.208	0.005	5.898	42.955	20.320	15.222	165.736	0.285	18.071	0.292	4.520	37.261	13.111	4.498	0.00365	4.92	18	0.00419	0.00395	0.000981	0.001499	8.1	0.026312	0.00607	0.003922	0.002256	0.001284	0.000728	11.45925	2.66E-03
843	2295.828	0.248	0.005	7.620	54.724	6.845	20.793	248.837	0.209	19.562	0.234	4.065	32.717	13.129	6.395	0.00332	6.49	12	0.00311	0.00305	0.000951	0.001464	4.54	0.035924	0.005868	0.002488	0.000879	0.000217	0.000056	9.2444	2.14E-03
844	4365.280	0.654	0.023	9.112	40.283	20.315	14.484	137.746	0.460	15.909	0.284	4.653	46.002	11.417	13.439	0.00321	7.42	4	0.00381	0.00371	0.000348	0.001608	3.31	0.034794	0.004461	0.001179	0.000228	0.000072	0.000059	5.71025	2.37E-03
845	3014.677	0.408	0.018	8.153	47.841	14.830	28.325	184.507	0.187	20.330	0.108	3.424	40.575	14.657	4.358	0.00182	4.84	3	0.00301	0.00293	0.000463	0.000974	1.99	0.027054	0.002017	0.000092	0.000065	0.000059	0.000055	3.9195	1.84E-03
846	3141.515	0.465	0.015	9.228	50.695	12.809	34.382	135.518	0.201	19.311	0.073	3.254	59.322	13.557	10.378	0.00073	4.01	4	0.00270	0.00264	0.000395	0.001046	2.29	0.022894	0.003212	0.000309	0.000079	0.00007	0.000065	4.0055	1.69E-03
847	7907.916	0.876	0.019	9.652	59.767	3.200	18.506	176.338	0.367	20.338	0.151	3.463	67.884	16.708	17.195	0.00302	8.13	7	0.00341	0.00332	0.000503	0.001103	2.1	0.044572	0.001478	0.000105	0.000053	0.000046	0.000043	7.5668	2.08E-03
848	2455.296	0.366	0.012	10.950	43.431	7.023	30.852	224.262	0.379	17.334	0.202	2.499	42.054	15.802	3.570	0.00096	13.90	5	0.00354	0.00358	0.000542	0.002552	3.48	0.075239	0.007124	0.001995	0.000321	0.000064	0.000054	9.4505	2.55E-03
849	6547.389	0.701	0.024	10.177	44.313	2.423	19.954	163.645	0.213	12.416	0.087	2.829	25.968	11.060	9.996	0.00323	7.73	4	0.00282	0.00280	0.000246	0.002505	0.92	0.044122	0.000041	0.000035	0.000032	0.00003	0.000028	5.86525	2.09E-03
850	1346.852	0.158	0.005	8.664	37.711	20.621	16.108	209.994	0.486	13.094	0.251	2.878	31.651	12.581	3.564	0.00363	8.89	18	0.00484	0.00438	0.001401	0.003003	14.74	0.050927	0.012129	0.00752	0.005717	0.00451	0.003455	13.44425	3.41E-03
851	6423.289	0.828	0.021	3.708	44.312	6.590	9.864	185.518	0.316	19.680	0.081	2.306	69.982	14.215	14.097	0.00115	2.99	4	0.00220	0.00217	0.000406	0.00076	1.82	0.016462	0.000858	0.000072	0.00006	0.000052	0.000048	3.49585	1.38E-03
852	5369.496	0.575	0.019	3.385	40.877	1.122	9.352	219.575	0.404	19.856	0.069	3.435	46.223	11.787	9.056	0.00152	5.05	8	0.00226	0.00224	0.000424	0.001204	1.86	0.028387	0.012347	0.000024	0.000021	0.000018	0.000017	6.5237	1.53E-03
853	4451.384	0.543	0.016	9.180	37.835	8.313	22.907	224.524	0.182	16.555	0.222	4.507	51.602	12.669	10.855	0.00182	2.83	4	0.00423	0.00421	0.000297	0.001112	2.62	0.014865	0.002566	0.000433	0.000065	0.000055	0.00005	3.41385	2.46E-03
854	4305.706	0.643	0.019	11.636	51.115	15.788	11.158	162.720	0.404	14.848	0.280	2.429	52.385	13.110	10.966	0.00265	9.23	6	0.00266	0.00263	0.000415	0.001646	4.19	0.059789	0.006042	0.002397	0.000798	0.00017	0.000065	7.6156	1.84E-03
855	5498.712	0.630	0.018	3.342	58.606	8.276	29.400	114.793	0.135	20.249	0.145	4.053	65.799	11.715	11.465	0.00110	2.28	6	0.00241	0.00239	0.000683	0.00034	2.11	0.012913	0.00205	0.000291	0.000084	0.000073	0.000066	4.1393	1.45E-03
856	4626.776	0.604	0.027	10.673	41.747	24.713	5.999	181.684	0.398	13.683	0.193	3.403	48.509	13.436	15.056	0.00458	15.71	12	0.00482	0.00468	0.001246	0.004739	8.49	0.081111	0.014522	0.007331	0.004209	0.002507	0.001558	13.8531	3.87E-03
857	5223.622	0.848	0.026	6.743	48.875	26.316	24.520	242.587	0.242	14.112	0.089	2.762	22.614	13.026	7.732	0.00365	5.07	4	0.00371	0.00342	0.000419	0.001166	5.96	0.030565	0.007259	0.003714	0.002009	0.001083	0.000582	4.5371	2.18E-03
858	3158.104	0.470	0.017	11.091	39.608	14.210	17.953	126.294	0.437	10.985	0.063	2.504	31.838	13.991	6.700	0.00450	12.74	6	0.00546	0.00538	0.000412	0.003313	4.29	0.07272	0.009764	0.003034	0.000945	0.000197	0.000066	9.3694	3.64E-03
859	5422.860	0.719	0.029	6.692	55.642	9.225	32.069	110.910	0.219	18.920	0.051	4.777	67.945	12.180	14.143	0.00131	3.20	8	0.00330	0.00328	0.000573	0.000838	3.55	0.016939	0.004158	0.001166	0.000253	0.000059	0.000048	5.5982	2.00E-03
860	4636.837	0.665	0.027	3.380	46.256	26.144	25.709	164.517	0.280	20.237	0.348	2.399	36.467	12.421	7.024	0.00105	0.00	0	0.00165	0.00150	0.000245	9.20E-05	0	0.000134	0.000087	0.000079	0.000075	0.00007	0.000067	0	8.73E-04
861	4566.087	0.746	0.024	6.530	41.669	25.380	36.007	234.895	0.176	19.526	0.255	4.709	43.516	13.007	9.529	0.00046	0.00	1	0.00361	0.00268	0.000931	0.00013	5.08	0.01453	0.007353	0.003313	0.001305	0.000605	0.000274	0.5	1.84E-03
862	5656.971	0.617	0.025	10.782	44.707	18.288	15.982	221.850	0.435	12.998	0.149	2.300	35.738	16.258	13.114	0.00523	9.45	4	0.00463	0.00441	0.000596	0.002199	4.21	0.052383	0.005037	0.001603	0.000471	0.000112	0.000079	6.7252	2.96E-03
863	2146.366	0.496	0.023	10.909	54.230	17.909	15.902	179.080	0.102	18.668	0.200	3.467	36.989	15.599	3.963	0.00436	9.71	7	0.00369	0.00358	0.000509	0.001639	2.65	0.055173	0.005419	0.001109	0.000105	0.000085	0.000077	8.3529	2.36E-03
864	2980.005	0.577	0.021	7.297	41.126	0.750	20.055	118.269	0.340	19.227	0.022	3.818	36.757	15.019	8.226	0.00322	10.91	2	0.00379	0.00372	0.000212	0.002137	0.49	0.062172	0.000087	0.000076	0.000068	0.000063	0.000058	6.4561	2.47E-03
865	5899.292	0.627	0.023	6.583	53.091	13.906	26.779	238.158	0.344	14.735	0.230	3.589	52.979	13.716	14.365	0.00271	8.91	7	0.00494	0.00478	0.001232	0.001719	6.61	0.04352	0.007131	0.00361	0.001825	0.000982	0.000463	7.9535	3.17E-03
866	5721.501	0.607	0.022	11.906	46.828	21.258	15.231	223.350	0.239	15.674	0.306	4.299	32.221	12.115	10.061	0.00449	4.74	7	0.00346	0.00341	0.000208	0.000991	2.51	0.025393	0.003707	0.000381	0.000058	0.000046	0.00004	5.86775	2.02E-03
867	1963.628	0.231	0.006	8.774	52.542	26.491	10.607	176.832	0.382	16.023	0.150	4.468	50.386	12.127	5.017	0.00351	8.56	20	0.00423	0.00376	0.00119	0.002871	10.73	0.044661	0.015009	0.008732	0.005345	0.00336	0.002275	14.2777	3.01E-03
868	2065.443	0.221	0.007	6.886	38.052	11.740	20.022	138.642	0.200	11.615	0.017	3.135	24.418	12.099	3.170	0.00391	7.60	6	0.00529	0.00524	0.000562	0.002261	5.59	0.040356	0.008294	0.003298	0.001453	0.00053	0.000116	6.8024	3.34E-03
869	4473.352	0.532	0.011	3.856	59.803	24.224	25.318	114.202	0.422	16.506	0.205	3.061	40.624	14.073	7.293	0.00277	4.08	17	0.00389	0.00366	0.001539	0.001102	6.61	0.02461	0.005752	0.002796	0.001784	0.000953	0.000566	10.5408	2.55E-03
870	5000.122	0.750	0.026	5.066	45.261	3.275	11.020	237.383	0.147	20.355	0.319	3.663	38.570	14.824	10.651	0.00307	5.53	10	0.00356	0.00354	0.000574	0.00157	3.35	0.030984	0.004614	0.001684	0.000315	0.000067	0.000061	7.76565	2.31E-03
871	3186.280	0.677	0.026	4.706	56.001	23.752	19.865	230.796	0.270	16.138	0.141	3.432	36.190	14.571	4.713	0.00406	9.96	11	0.00502	0.00443	0.002059	0.001889	6.97	0.047684	0.008491	0.004215	0.002724	0.001877	0.000974	10.4785	3.35E-03
872	6958.647	0.885	0.027	9.995	56.426	2.980	19.382	212.848	0.281	19.601	0.251	2.590	36.063	11.967	14.445	0.00175	2.62	2	0.00140	0.00136	0.000135	0.000394	0.62	0.014398	0.000043	0.000034	0.000031	0.000029	0.000027	2.30805	8.22E-04
873	6101.984	0.831	0.025	8.653	46.359	26.543	33.587	202.823	0.110	15.052	0.008	3.425	25.973	14.170	10.094	0.00122	4.79	2	0.00399	0.00265	0.001351	0.000808	8.8	0.026379	0.008401	0.004996	0.003309	0.002245	0.001433	3.3939	2.20E-03
874	4973.755	0.684	0.021	4.559	52.753	3.166	16.746	116.274	0.364	16.665	0.261	4.849	27.960	11.608	11.466	0.00417	5.09	9	0.00399	0.00390	0.001387	0.00153	4.68	0.030999	0.006005	0.002502	0.001208	0.000299	0.00009	7.04635	2.70E-03
875	1318.207	0.219	0.009	11.056	54.596	3.332	24.202	117.086	0.319	14.368	0.162	3.274	42.732	13.755	3.308	0.00355	17.96	5	0.00426	0.00399	0.000916	0.00362	3.28	0.093937	0.007083	0.001731	0.000164	0.000091	0.000082	11.4777	3.20E-03
876	1932.424	0.372	0.017	9.001	55.123	9.425	16.213	203.746	0.166	11.480	0.114	3.792	25.798	11.980	5.173	0.00706	16.05	15	0.00522	0.00503	0.002308	0.003271	6.51	0.082722	0.020033	0.008003	0.004092	0.00221	0.000926	15.52565	3.96E-03
877	4895.160	0.552	0.012	9.047	55.304	10.320	25.511	126.949	0.363	16.481	0.074	3.121	34.985	14.181	7.853	0.00326	5.01	4	0.00341	0.00333	0.000571	0.000931	2.83	0.021912	0.00349	0.00067	0.000057	0.000043	0.00004	4.50675	2.06E-03
878	5020.438	0.540	0.024	7.776	43.195	20.778	10.518	138.838	0.418	18.422	0.046	3.289	34.348	14.275	8.249	0.00353	6.84	8	0.00348	0.00342	0.000444	0.001962	5.06	0.041382	0.00527	0.002128	0.00088	0.000296	0.000094	7.42125	2.33E-03
879	4573.407	0.613	0.016	5.962	46.082	10.945	10.857	174.020	0.203	18.055	0.111	2.860	38.044	11.888	11.689	0.00194	4.44	11	0.00214	0.00212	0.000646	0.001048	2.69	0.025252	0.002159	0.0004	0.000055	0.000043	0.000037	7.72155	1.49E-03
880	6104.526	0.641	0.015	8.250	52.085	11.560	28.451	226.170	0.139	16.727	0.238	2.896	62.824	14.886	13.426	0.00164	6.32	8	0.00365	0.00362	0.000593	0.001301	4.33	0.034442	0.005565	0.002082	0.000786	0.000193	0.000054	7.1592	2.29E-03
881	4394.516	0.649	0.023	9.526	55.134	26.446	37.619	160.868	0.367	11.823	0.143	2.716	45.465	13.557	8.999	0.00128	22.18	1	0.00379	0.00278	0.001076	0.003001	5.98	0.094947	0.007571	0.004089	0.002283	0.00125	0.000526	11.58925	2.66E-03
882	4915.308	0.498	0.024	6.062	49.459	23.242	34.657	172.397	0.333	14.210	0.131	2.767	35.680	14.228	12.436	0.00078	9.14	6	0.00443	0.00431	0.000724	0.001959	7.09	0.046875	0.007192	0.003417	0.001707	0.000986	0.000519	7.57085	2.85E-03
883	2474.958	0.323	0.012	7.622	43.214	3.696	12.554	214.735	0.326	16.469	0.163	3.056	49.838	14.564	4.764	0.00324	7.74	8	0.00398	0.00387	0.000846	0.002005	3.86	0.043755	0.007279	0.002792	0.000778	0.0001	0.00007	7.8691	2.68E-03
884	4125.545	0.536	0.021	8.557	50.445	19.100	21.930	166.727	0.281	18.420	0.302	3.061	31.782	16.938	8.035	0.00435	4.22	6	0.00398	0.00384	0.000407	0.0009	2.75	0.023895	0.002483	0.00049	0.000075	0.00006	0.000054	5.10765	2.28E-03
885	4067.505	0.535	0.024	8.084	43.633	3.433	40.003	155.291	0.470	18.012	0.080	3.209	49.278	14.970	8.817	0.00059	9.50	3	0.00332	0.00324	0.000609	0.001702	2.93	0.053593	0.003821	0.000882	0.000081	0.000057	0.00005	6.24805	2.22E-03
886	2645.182	0.388	0.018	9.776	50.618	0.548	16.392	218.091	0.434	17.583	0.081	3.418	33.969	14.737	6.359	0.00430	19.58	10	0.00397	0.00388	0.000994	0.004123	1.96	0.111394	0.049958	0.000081	0.000054	0.000045	0.000041	14.7876	3.24E-03
887	6200.278	0.823	0.026	8.075	42.665	27.301	12.658	113.085	0.159	17.943	0.060	2.847	31.636	12.618	17.920	0.00260	0.00	0	0.00217	0.00207	0.000143	9.80E-05	1.93	0.005837	0.0012	0.000139	0.000085	0.000076	0.00007	0	1.12E-03
888	2251.702	0.572	0.028	6.655	53.591	22.637	37.134	112.814	0.458	13.542	0.199	3.765	29.127	12.738	6.129	0.00081	16.51	3	0.00566	0.00550	0.000901	0.002409	3.83	0.09348	0.007331	0.002894	0.000973	0.000194	0.000163	9.7571	3.62E-03
889	4073.280	0.670	0.024	4.827	50.010	26.686	27.043	230.564	0.301	15.381	0.336	3.475	59.253	12.394	5.930	0.00161	7.75	3	0.00388	0.00346	0.000606	0.001228	4.62	0.040754	0.00427	0.002169	0.001128	0.000436	0.000143	5.3762	2.29E-03
890	3913.421	0.462	0.019	3.774	49.208	9.482	5.763	146.757	0.359	18.218	0.120	3.588	39.493	14.790	7.240	0.00295	5.62	12	0.00433	0.00425	0.00152	0.001595	4.78	0.031513	0.005641	0.002368	0.000894	0.000288	0.00007	8.80945	2.92E-03
891	4233.969	0.729	0.024	9.257	50.199	18.883	24.137	204.543	0.208	16.183	0.205	2.935	46.807	13.507	10.731	0.00220	6.72	2	0.00307	0.00297	0.000359	0.00112	1.65	0.037534	0.001337	0.000095	0.000077	0.000069	0.000064	4.35885	1.88E-03
892	4997.822	0.557	0.014	8.815	55.343	25.465	35.681	115.243	0.334	12.724	0.170	2.758	45.982	13.090	9.664	0.00103	11.45	3	0.00361	0.00316	0.000953	0.001664	7.05	0.060533	0.006526	0.003397	0.002137	0.001434	0.000771	7.22285	2.35E-03
893	1748.460	0.320	0.012	7.776	44.888	12.019	21.018	222.275	0.488	18.251	0.062	4.079	71.359	14.133	4.867	0.00223	10.58	8	0.00457	0.00434	0.00134	0.002142	4.33	0.05756	0.008762	0.002845	0.001069	0.000198	0.000089	9.2906	3.10E-03
894	2511.697	0.549	0.023	6.772	57.566	5.242	9.392	231.879	0.150	16.500	0.147	3.231	33.878	14.282	4.748	0.00381	12.15	11	0.00409	0.00383	0.001889	0.002086	4.56	0.065777	0.007745	0.003188	0.001366	0.000381	0.000133	11.57435	2.97E-03
895	4026.263	0.494	0.011	6.997	51.718	25.746	12.713	130.242	0.184	18.116	0.112	4.556	30.163	11.971	9.254	0.00375	5.06	8	0.00324	0.00311	0.0005	0.001291	5.01	0.02702	0.00432	0.001897	0.000898	0.000412	0.000139	6.52815	2.04E-03
896	2561.572	0.298	0.013	6.703	53.082	7.572	12.468	143.855	0.367	19.057	0.278	3.423	62.674	13.255	6.169	0.00201	6.56	12	0.00291	0.00277	0.000922	0.001403	4.1	0.033203	0.005658	0.001845	0.000593	0.000094	0.000061	9.28235	2.00E-03
897	4198.893	0.487	0.016	3.592	42.258	13.021	8.592	119.025	0.183	18.824	0.057	3.641	73.192	15.630	6.860	0.00226	4.30	15	0.00462	0.00459	0.001003	0.001384	5.67	0.022913	0.004953	0.002298	0.001259	0.000669	0.000265	9.65165	2.90E-03
898	4201.512	0.694	0.023	8.325	59.769	11.588	9.778	145.423	0.272	19.034	0.113	3.591	36.705	12.515	7.606	0.00257	9.04	9	0.00255	0.00251	0.000609	0.001851	2.88	0.044229	0.004374	0.000901	0.000083	0.000066	0.000059	9.02085	1.88E-03
899	5921.825	0.598	0.015	6.817	56.604	26.535	20.784	182.705	0.208	13.521	0.050	2.857	28.217	14.544	8.482	0.00561	8.59	9	0.00457	0.00403	0.001046	0.001248	9.56	0.044209	0.00738	0.00411	0.002651	0.001901	0.001376	8.797	2.72E-03
900	4617.796	0.717	0.020	4.608	58.351	3.650	26.796	199.105	0.430	15.283	0.228	4.421	45.123	12.186	6.775	0.00308	8.66	10	0.00495	0.00458	0.001779	0.001732	4.15	0.053248	0.008145	0.003526	0.001203	0.000211	0.000107	9.3278	3.26E-03
901	5408.791	0.682	0.026	9.698	57.660	12.596	33.137	203.368	0.332	15.858	0.258	3.320	47.718	13.077	13.340	0.00151	7.80	5	0.00362	0.00356	0.000652	0.001695	4.05	0.042439	0.005764	0.001918	0.000544	0.000108	0.000064	6.4006	2.38E-03
902	6415.944	1.010	0.028	4.781	48.409	3.242	36.651	167.238	0.240	13.895	0.323	2.754	27.719	15.482	16.837	0.00043	9.44	7	0.00451	0.00446	0.000638	0.001576	4.16	0.028108	0.006483	0.002317	0.000734	0.000099	0.000067	8.21965	2.80E-03
903	6146.849	0.670	0.019	3.585	57.378	12.489	14.037	223.707	0.184	16.957	0.244	4.423	35.101	12.901	18.497	0.00348	7.15	17	0.00454	0.00443	0.002323	0.001955	6.25	0.037043	0.007803	0.004	0.002096	0.001033	0.000396	12.07665	3.31E-03
904	3294.998	0.538	0.016	3.722	59.519	20.803	14.555	172.207	0.122	12.116	0.097	3.080	46.555	11.792	6.257	0.00294	13.40	14	0.00491	0.00458	0.003162	0.002776	6.87	0.065198	0.009019	0.003967	0.00229	0.001439	0.000768	13.7013	3.86E-03
905	3527.690	0.485	0.024	4.966	52.340	22.186	19.574	183.433	0.161	18.879	0.100	2.824	38.567	14.601	5.509	0.00251	4.86	7	0.00293	0.00278	0.0009	0.001113	3.08	0.025156	0.003416	0.000707	0.000147	0.000078	0.00007	5.9323	1.93E-03
906	4845.155	0.671	0.017	7.059	59.446	26.205	18.792	248.775	0.272	14.307	0.025	3.526	29.492	13.175	7.434	0.00515	7.88	10	0.00457	0.00360	0.001327	0.001734	9.59	0.051744	0.009364	0.005539	0.003504	0.002373	0.001663	8.939	2.81E-03
907	3195.659	0.672	0.029	6.628	46.505	2.013	28.757	160.435	0.310	13.799	0.320	2.703	45.606	13.000	7.682	0.00119	17.84	10	0.00406	0.00405	0.000877	0.004817	1.57	0.101776	0.036394	0.000045	0.000038	0.000034	0.000032	13.91815	3.45E-03
908	3011.599	0.355	0.010	6.870	47.052	1.292	37.624	221.194	0.132	18.465	0.090	3.153	37.938	13.735	7.511	0.00044	9.95	10	0.00297	0.00293	0.000456	0.002523	1.64	0.05665	0.026008	0.000038	0.000032	0.000029	0.000027	9.9738	2.22E-03
909	4616.662	0.781	0.027	5.934	47.727	17.817	15.345	158.797	0.266	16.751	0.071	4.391	55.813	12.911	9.430	0.00312	8.71	9	0.00420	0.00410	0.000924	0.001783	3.01	0.049078	0.003751	0.000963	0.000143	0.000085	0.000073	8.8557	2.75E-03
910	1828.174	0.193	0.009	6.119	47.128	18.713	15.756	234.195	0.310	13.344	0.228	3.602	27.895	13.271	4.167	0.00599	9.06	26	0.00595	0.00560	0.002665	0.003116	11.7	0.050242	0.015993	0.008636	0.005494	0.003591	0.00269	17.5322	4.33E-03
911	5251.813	0.635	0.015	5.685	43.632	8.992	41.594	203.327	0.489	18.117	0.126	2.926	36.584	14.252	14.067	0.00003	3.96	10	0.00297	0.00295	0.00029	0.001084	4.05	0.021252	0.004436	0.001391	0.000406	0.000075	0.000062	6.97845	1.82E-03
912	5623.276	0.601	0.024	5.744	58.351	18.103	31.542	200.050	0.120	15.182	0.096	4.504	25.193	12.641	15.029	0.00402	9.57	12	0.00520	0.00516	0.000978	0.00181	5.86	0.048974	0.006932	0.003298	0.00157	0.000658	0.000218	10.78535	3.29E-03
913	3846.718	0.512	0.016	5.411	45.889	19.780	38.849	216.804	0.375	18.036	0.087	3.145	44.722	15.138	6.776	0.00022	6.54	5	0.00384	0.00354	0.000707	0.002081	5.88	0.038277	0.006886	0.002925	0.001632	0.000872	0.000398	5.7684	2.54E-03
914	1429.849	0.224	0.007	7.514	50.598	16.774	26.341	138.239	0.141	17.739	0.050	2.799	35.656	13.268	3.902	0.00193	4.79	4	0.00259	0.00244	0.00034	0.001032	2.11	0.033823	0.002117	0.000158	0.000091	0.000084	0.000078	4.3932	1.60E-03
915	5831.675	0.680	0.025	9.109	58.248	20.600	9.025	203.770	0.415	11.935	0.313	3.446	26.344	12.307	9.143	0.00628	18.78	18	0.00461	0.00414	0.002334	0.005618	10.82	0.095794	0.016772	0.00821	0.004874	0.003044	0.002045	18.3913	4.18E-03
916	5274.102	0.786	0.030	9.512	58.472	8.330	24.392	232.994	0.133	16.961	0.327	4.864	39.002	11.870	16.611	0.00352	5.02	6	0.00335	0.00328	0.000497	0.001093	2.34	0.029109	0.002115	0.000188	0.000075	0.000067	0.000059	5.51085	2.05E-03
917	4285.312	0.532	0.012	6.724	56.967	7.944	26.472	162.777	0.458	19.392	0.339	3.339	38.650	16.260	6.648	0.00331	7.52	10	0.00414	0.00386	0.001227	0.001066	4.06	0.037891	0.006216	0.001981	0.000593	0.000081	0.000053	8.76025	2.57E-03
918	3792.708	0.619	0.019	5.034	56.397	14.533	7.152	136.511	0.169	18.737	0.122	2.754	52.109	14.979	8.011	0.00201	5.56	9	0.00311	0.00305	0.00129	0.001525	4.21	0.044351	0.005853	0.002151	0.000889	0.000199	0.000077	7.28155	2.25E-03
919	1968.185	0.378	0.015	9.086	48.777	11.694	27.102	248.250	0.323	16.844	0.265	3.171	56.963	14.647	4.147	0.00179	6.81	5	0.00400	0.00389	0.0006	0.001965	2.81	0.036215	0.005325	0.000757	0.000091	0.000076	0.000068	5.9029	2.61E-03
920	3341.569	0.378	0.011	9.229	53.957	12.466	31.159	210.931	0.277	13.648	0.234	3.048	22.982	11.994	9.205	0.00236	8.78	7	0.00375	0.00367	0.000528	0.001308	4.28	0.048197	0.007245	0.002399	0.000661	0.000111	0.000051	7.8915	2.31E-03
921	1495.173	0.215	0.008	10.333	50.796	21.281	17.726	112.330	0.331	16.100	0.330	2.997	42.533	13.784	2.246	0.00327	8.03	6	0.00323	0.00308	0.000618	0.00164	3.51	0.035381	0.005991	0.001884	0.000341	0.000079	0.000068	7.01405	2.14E-03
922	4336.692	0.698	0.023	3.587	53.487	27.001	6.094	203.712	0.307	8.042	0.252	2.642	27.026	11.833	7.714	0.00715	19.45	23	0.00860	0.00751	0.004321	0.005183	13.45	0.079694	0.012577	0.008881	0.006721	0.0049	0.003823	21.2227	6.40E-03
923	3044.604	0.479	0.014	4.123	59.558	29.788	33.355	221.084	0.295	16.369	0.072	3.129	29.497	11.846	4.709	0.00180	3.75	4	0.00289	0.00256	0.000882	0.000933	2.74	0.021796	0.001905	0.00063	0.000107	0.000096	0.000088	3.87545	1.82E-03
924	3541.018	0.533	0.023	6.941	57.506	8.017	25.267	224.592	0.112	15.832	0.028	3.047	61.880	13.268	7.983	0.00219	6.36	7	0.00331	0.00329	0.000884	0.001611	2.6	0.036055	0.003841	0.000527	0.000071	0.00006	0.000054	6.67785	2.27E-03
925	6104.611	0.798	0.021	9.028	52.066	11.522	20.362	205.275	0.194	17.099	0.058	3.622	35.013	13.423	14.491	0.00364	3.10	4	0.00313	0.00309	0.000314	0.000522	2.02	0.017219	0.00124	0.000081	0.000064	0.000055	0.000049	3.5506	1.76E-03
926	2449.808	0.450	0.018	6.904	51.504	19.405	33.596	175.523	0.405	18.757	0.254	2.683	51.101	12.331	5.339	0.00066	7.49	3	0.00209	0.00203	0.000368	0.001151	1.55	0.040518	0.000937	0.000103	0.000094	0.000087	0.000083	5.24575	1.41E-03
927	2119.924	0.322	0.011	8.709	44.438	21.431	24.608	201.710	0.337	18.556	0.068	3.431	67.616	15.598	7.028	0.00182	11.31	2	0.00411	0.00394	0.000625	0.001848	2.57	0.067811	0.003772	0.000824	0.000087	0.000066	0.00006	6.6554	2.63E-03
928	2875.680	0.403	0.020	9.699	50.596	9.831	20.729	213.826	0.204	18.986	0.120	3.951	53.222	12.425	4.902	0.00214	3.96	4	0.00261	0.00256	0.000361	0.000676	1.95	0.022251	0.00124	0.000084	0.000067	0.000059	0.000055	3.9796	1.55E-03
929	4343.243	0.497	0.013	3.646	46.685	8.207	32.630	242.219	0.285	14.250	0.159	3.593	34.298	12.806	10.237	0.00101	6.11	11	0.00528	0.00522	0.000522	0.001052	4.23	0.034417	0.00571	0.001976	0.000738	0.000131	0.000079	8.5551	3.02E-03
930	4695.236	0.742	0.021	3.208	45.966	0.680	36.613	123.451	0.444	11.827	0.065	2.809	26.570	12.384	14.810	0.00006	8.06	6	0.00388	0.00382	0.000476	0.002082	1.26	0.045717	0.019296	0.000055	0.000046	0.000041	0.000039	7.0293	2.56E-03
931	3486.279	0.513	0.023	6.668	41.706	21.055	23.066	180.141	0.448	17.627	0.226	3.814	46.593	13.549	10.548	0.00212	7.76	3	0.00393	0.00371	0.000516	0.001456	3.42	0.040791	0.003201	0.000766	0.000194	0.000093	0.000078	5.3821	2.40E-03
932	5149.548	0.616	0.015	9.103	58.863	6.438	19.496	225.797	0.163	15.909	0.272	4.331	31.402	12.214	9.408	0.00461	8.55	10	0.00340	0.00331	0.000843	0.001213	3.48	0.033622	0.004932	0.001096	0.000164	0.000047	0.00004	9.2739	2.19E-03
933	3589.164	0.469	0.021	9.923	47.791	27.982	40.708	122.852	0.354	17.543	0.285	3.319	64.698	14.875	5.601	0.00100	12.11	3	0.00294	0.00260	0.000726	0.002005	4.31	0.061915	0.005832	0.001365	0.000583	0.000219	0.000097	7.55485	2.07E-03
934	1520.317	0.210	0.010	5.055	49.566	9.052	26.498	243.537	0.302	17.757	0.301	3.876	52.328	13.234	3.232	0.00190	3.97	14	0.00389	0.00384	0.000951	0.000918	4.65	0.023503	0.005727	0.002939	0.001222	0.000361	0.000092	8.9874	2.40E-03
935	5643.341	0.588	0.017	8.429	49.468	7.682	15.773	152.088	0.286	19.095	0.266	2.950	30.991	12.640	13.626	0.00252	3.47	2	0.00202	0.00200	0.000181	0.000597	0.92	0.027458	0.000062	0.000048	0.000041	0.000037	0.000034	2.73515	1.20E-03
936	1625.625	0.195	0.009	9.617	50.594	1.304	6.142	237.364	0.289	18.864	0.183	3.012	35.495	11.830	5.366	0.00207	7.58	11	0.00216	0.00214	0.000661	0.002131	2.87	0.043145	0.019997	0.010275	0.00009	0.000064	0.000053	9.28945	1.77E-03
